id,name,address,district,lng,lat,type,keyword
B000A7QOXL,王府世纪,东安门大街55号(金鱼胡同地铁站C西南口步行280米),东城区,116.407565,39.915887,商务住宅;楼宇;商务写字楼,写字楼
B000AAFAC5,望京SOHO,望京街10号,朝阳区,116.481075,39.996743,商务住宅;楼宇;商务写字楼,写字楼
B0FFH85LBA,大族广场,荣华南路2号(荣京东街地铁站B1南口步行380米),大兴区,116.512841,39.791810,商务住宅;楼宇;商住两用楼宇,写字楼
B0FFLIY9Z4,京东集团全球总部北京1号园区,亦庄经济开发区科创十一街18号院,通州区,116.562930,39.786622,商务住宅;楼宇;商务写字楼,写字楼
B000A7IKQS,世纪大厦,王府井大街99号,东城区,116.410363,39.919124,商务住宅;楼宇;商务写字楼,写字楼
B0FFGK3J7I,新闻大厦,建国门内大街26号(东单地铁站C东南口步行190米),东城区,116.421787,39.907493,商务住宅;楼宇;商务写字楼,写字楼
B000ABCBCM,北京CBD万达广场,建国路93号,朝阳区,116.471441,39.910116,商务住宅;楼宇;商住两用楼宇,写字楼
B0I15MW5XY,丽金智地中心,魏公村路6号院1号楼(魏公村地铁站D西南口步行260米),海淀区,116.320104,39.956309,商务住宅;楼宇;商务写字楼,写字楼
B000A9EH62,建外SOHO,东三环中路39号(国贸地铁站C东南口步行360米),朝阳区,116.459445,39.905537,商务住宅;住宅区;住宅区,写字楼
B0FFKTJII6,中信大厦,光华路10号,朝阳区,116.466276,39.912916,商务住宅;楼宇;商务写字楼,写字楼
B0KRMZ21OD,元创大都会,林枫家园附近,大兴区,116.356005,39.794816,商务住宅;楼宇;商务写字楼,写字楼
B0FFIRU9E9,正大中心,金和东路20号,朝阳区,116.467852,39.912578,商务住宅;楼宇;商务写字楼,写字楼
B000A9X8H3,国投财富广场,广安路9号(湾子地铁站A西北口步行300米),丰台区,116.323175,39.891230,商务住宅;楼宇;商务写字楼,写字楼
B000A0D4AE,银都大厦,阜成路67号(西钓鱼台地铁站A西北口步行190米),海淀区,116.300160,39.924557,商务住宅;楼宇;商务写字楼,写字楼
B000A839DB,朝外SOHO,朝阳门外大街乙26号朝外MEN A座,朝阳区,116.454674,39.920065,商务住宅;楼宇;商务写字楼|购物服务;商场;购物中心,写字楼
B0H6NHELMW,汇琴数字中心,南顶路244号,丰台区,116.423439,39.843265,商务住宅;楼宇;商务写字楼,写字楼
B000A0EF6B,东源大厦,东升成府路35号(五道口地铁站A北口步行140米),海淀区,116.336548,39.993285,商务住宅;楼宇;商务写字楼,写字楼
